Homo_sapiens	9606
Drosophila_melanogaster	7227
Bos_taurus	9913
Caenorhabditis_elegans	6239
Danio_rerio	7955
Gallus_gallus	9031
Mus_musculus	10090
Oryctolagus_cuniculus	9986
Rattus_norvegicus	10116
Xenopus_laevis	8355
